term_id,authorised_heading,search_term,search_term_display,search_normalized_heading,auth_Note,relationship,heading_type,lc_control_no,marc_tag,thesaurus
cash10738_550_1,"Humorous poetry, Canadian (English)","Humorous poetry, Canadian","Humorous poetry, Canadian (see_also)","humorous poetry, canadian",,see_also,topical,cash10738,550,
cash10738_750_1,"Humorous poetry, Canadian (English)",Poésie humoristique canadienne-anglaise,Poésie humoristique canadienne-anglaise (linked),poésie humoristique canadienne-anglaise,,linked,topical,cash10738,750,RVM
cash10739_150_1,"Love poetry, Canadian (English)","Love poetry, Canadian (English)","Love poetry, Canadian (English) (authorised)","love poetry, canadian (english)",May be subdivided geographically for collections by authors from one particular area.,authorised,topical,cash10739,150,
cash10739_550_1,"Love poetry, Canadian (English)","Love poetry, Canadian","Love poetry, Canadian (see_also)","love poetry, canadian",,see_also,topical,cash10739,550,
cash10739_750_1,"Love poetry, Canadian (English)",Poésie d'amour canadienne-anglaise,Poésie d'amour canadienne-anglaise (linked),poésie d'amour canadienne-anglaise,,linked,topical,cash10739,750,RVM
cash10740_150_1,"Love poetry, Canadian (French)","Love poetry, Canadian (French)","Love poetry, Canadian (French) (authorised)","love poetry, canadian (french)",May be subdivided geographically for collections by authors from one particular area.,authorised,topical,cash10740,150,
cash10740_450_1,"Love poetry, Canadian (French)",French-Canadian love poetry,French-Canadian love poetry (see_from),french-canadian love poetry,,see_from,,cash10740,450,
cash10740_550_1,"Love poetry, Canadian (French)","Love poetry, Canadian","Love poetry, Canadian (see_also)","love poetry, canadian",,see_also,topical,cash10740,550,
cash10740_750_1,"Love poetry, Canadian (French)",Poésie d'amour canadienne-française,Poésie d'amour canadienne-française (linked),poésie d'amour canadienne-française,,linked,topical,cash10740,750,RVM
cash10740_750_2,"Love poetry, Canadian (French)","Love poetry, French-Canadian","Love poetry, French-Canadian (linked)","love poetry, french-canadian",,linked,topical,cash10740,750,LCSH
cash10741_150_1,"Love stories, Canadian (English)","Love stories, Canadian (English)","Love stories, Canadian (English) (authorised)","love stories, canadian (english)",May be subdivided geographically for collections by authors from one particular area.,authorised,topical,cash10741,150,
cash10741_550_1,"Love stories, Canadian (English)","Love stories, Canadian","Love stories, Canadian (see_also)","love stories, canadian",,see_also,topical,cash10741,550,
cash10741_750_1,"Love stories, Canadian (English)",Histoires d'amour canadiennes-anglaises,Histoires d'amour canadiennes-anglaises (linked),histoires d'amour canadiennes-anglaises,,linked,topical,cash10741,750,RVM
cash10742_150_1,"Nursery rhymes, Canadian (French)","Nursery rhymes, Canadian (French)","Nursery rhymes, Canadian (French) (authorised)","nursery rhymes, canadian (french)",May be subdivided geographically for collections from one particular area.,authorised,topical,cash10742,150,
cash10742_450_1,"Nursery rhymes, Canadian (French)",French-Canadian nursery rhymes,French-Canadian nursery rhymes (see_from),french-canadian nursery rhymes,,see_from,,cash10742,450,
cash10742_450_2,"Nursery rhymes, Canadian (French)","Nursery rhymes, French-Canadian","Nursery rhymes, French-Canadian (see_from)","nursery rhymes, french-canadian",,see_from,,cash10742,450,
cash10742_550_1,"Nursery rhymes, Canadian (French)","Nursery rhymes, Canadian","Nursery rhymes, Canadian (see_also)","nursery rhymes, canadian",,see_also,topical,cash10742,550,
cash10742_750_1,"Nursery rhymes, Canadian (French)",Comptines canadiennes-françaises,Comptines canadiennes-françaises (linked),comptines canadiennes-françaises,,linked,topical,cash10742,750,RVM
cash10743_150_1,"Patriotic poetry, Canadian (English)","Patriotic poetry, Canadian (English)","Patriotic poetry, Canadian (English) (authorised)","patriotic poetry, canadian (english)",May be subdivided geographically for collections by authors from one particular area.,authorised,topical,cash10743,150,
cash10743_550_1,"Patriotic poetry, Canadian (English)","Patriotic poetry, Canadian","Patriotic poetry, Canadian (see_also)","patriotic poetry, canadian",,see_also,topical,cash10743,550,
cash10743_750_1,"Patriotic poetry, Canadian (English)",Poésie patriotique canadienne-anglaise,Poésie patriotique canadienne-anglaise (linked),poésie patriotique canadienne-anglaise,,linked,topical,cash10743,750,RVM
cash10744_150_1,Canadian drama (Finnish),Canadian drama (Finnish),Canadian drama (Finnish) (authorised),canadian drama (finnish),May be subdivided geographically for collections by authors from one particular area.For collections limited to a time period chronological subdivisions may be used.,authorised,topical,cash10744,150,
cash10744_450_1,Canadian drama (Finnish),Finnish-Canadian drama,Finnish-Canadian drama (see_from),finnish-canadian drama,,see_from,,cash10744,450,
cash10744_550_1,Canadian drama (Finnish),Canadian drama,Canadian drama (see_also),canadian drama,,see_also,topical,cash10744,550,
cash10744_750_1,Canadian drama (Finnish),Théâtre canadien (finnois),Théâtre canadien (finnois) (linked),théâtre canadien (finnois),,linked,topical,cash10744,750,RVM
cash10745_150_1,Canadian essays (English),Canadian essays (English),Canadian essays (English) (authorised),canadian essays (english),May be subdivided geographically for collections by authors from one particular area.For collections limited to a time period chronological subdivisions may be used.,authorised,topical,cash10745,150,
cash10745_550_1,Canadian essays (English),Canadian essays,Canadian essays (see_also),canadian essays,,see_also,topical,cash10745,550,
cash10745_750_1,Canadian essays (English),Essais canadiens-anglais,Essais canadiens-anglais (linked),essais canadiens-anglais,,linked,topical,cash10745,750,RVM
cash10746_150_1,Canadian essays (French),Canadian essays (French),Canadian essays (French) (authorised),canadian essays (french),May be subdivided geographically for collections by authors from one particular area.For collections limited to a time period chronological subdivisions may be used.,authorised,topical,cash10746,150,
cash10746_450_1,Canadian essays (French),"Essays, French-Canadian","Essays, French-Canadian (see_from)","essays, french-canadian",,see_from,topical,cash10746,450,
cash10746_550_1,Canadian essays (French),Canadian essays,Canadian essays (see_also),canadian essays,,see_also,topical,cash10746,550,
cash10746_750_1,Canadian essays (French),Essais canadiens-français,Essais canadiens-français (linked),essais canadiens-français,,linked,topical,cash10746,750,RVM
cash10746_750_2,Canadian essays (French),French-Canadian essays,French-Canadian essays (linked),french-canadian essays,,linked,topical,cash10746,750,LCSH
cash10747_150_1,Canadian letters (French),Canadian letters (French),Canadian letters (French) (authorised),canadian letters (french),"May be subdivided geographically for collections by authors from one particular area.Here are entered collections of Canadian letters, in French, as a literary form.For collections limited to a time period chronological subdivisions may be used.Collections of actual correspondence by Canadian literary authors are entered under the heading for the group, qualified by language if appropriate, with subdivision Correspondence, e.g. Authors, Canadian--Correspondence; Novelists, Canadian (English)--20th century--Correspondence. Collections of personal letters of an individual Canadian literary author are entered under his or her name with the subdivision Correspondence , with additional entries under Authors, Canadian (or Novelists, Canadian; Poets, Canadian; etc., if more appropriate) qualified by language, followed by chronological period and subdivision Correspondence, and also under the names of addresses if no more than two, e.g.: 1. [name of author] --Correspondence. 2. Novelists, Canadian (English)--20th century--Correspondence. [name of addressee] For collections by a member or members of a particular non-literary class of persons see instructions under reference from Correspondence.",authorised,topical,cash10747,150,
cash10747_550_1,Canadian letters (French),Canadian letters,Canadian letters (see_also),canadian letters,,see_also,topical,cash10747,550,
cash10747_750_1,Canadian letters (French),French-Canadian letters,French-Canadian letters (linked),french-canadian letters,,linked,topical,cash10747,750,LCSH
cash10747_750_2,Canadian letters (French),Lettres canadiennes-françaises (Genre littéraire),Lettres canadiennes-françaises (Genre littéraire) (linked),lettres canadiennes-françaises (genre littéraire),,linked,topical,cash10747,750,RVM
cash10748_150_1,Canadian periodicals (Inuktitut),Canadian periodicals (Inuktitut),Canadian periodicals (Inuktitut) (authorised),canadian periodicals (inuktitut),"May be subdivided geographically by place of publication or location of collections for works about Canadian periodicals in a particular area.Here are entered works discussing collectively periodicals written in Inuktitut published in Canada, i.e. publications (other than newspapers) issued according to a regular schedule (monthly, quarterly, biennally, etc.) in successive parts, each of which bears a numerical or chronological designation, and that are intended to be continued indefinitely.  Serial publications revised and reissued in full on a regular basis but not otherwise periodical in character, e.g. legal compilations, do not belong to this category.",authorised,topical,cash10748,150,
cash10748_550_1,Canadian periodicals (Inuktitut),Canadian periodicals,Canadian periodicals (see_also),canadian periodicals,,see_also,topical,cash10748,550,
cash10748_750_1,Canadian periodicals (Inuktitut),Eskimo periodicals--Canada,Eskimo periodicals--Canada (linked),eskimo periodicals--canada,,linked,topical,cash10748,750,LCSH
cash10748_750_2,Canadian periodicals (Inuktitut),Périodiques inuits--Canada,Périodiques inuits--Canada (linked),périodiques inuits--canada,,linked,topical,cash10748,750,RVM
